0,0,9.171783447265625
0,1,8.957210540771484
0,2,8.58358097076416
0,3,8.270421981811523
0,4,7.824063301086426
0,5,7.4860520362854
0,6,7.2295331954956055
0,7,7.079871654510498
0,8,6.851924419403076
0,9,6.7643961906433105
0,10,6.535367488861084
0,11,6.806178092956543
0,12,6.31388521194458
0,13,6.4908037185668945
0,14,6.110620975494385
0,15,6.437378883361816
0,16,6.205563545227051
0,17,5.991663455963135
0,18,6.192988395690918
0,19,5.933495044708252
0,20,6.072335243225098
0,21,6.027384281158447
0,22,5.923604488372803
0,23,6.060858249664307
0,24,5.820817947387695
0,25,5.794997692108154
0,26,5.424135684967041
0,27,5.539150714874268
0,28,6.2674384117126465
0,29,5.994377136230469
0,30,5.858023643493652
0,31,5.773451805114746
0,32,6.007952690124512
0,33,5.842970371246338
0,34,5.935858726501465
0,35,5.991462707519531
0,36,5.7322187423706055
0,37,5.7246246337890625
0,38,5.795566082000732
0,39,5.563994884490967
0,40,5.37864351272583
0,41,5.7068071365356445
0,42,6.254157066345215
0,43,6.189021587371826
0,44,6.09055757522583
0,45,6.324502944946289
0,46,6.183206081390381
0,47,5.918888568878174
0,48,5.71793794631958
0,49,5.886491775512695
0,50,5.707054615020752
0,51,5.865663051605225
0,52,5.844516754150391
0,53,6.0306315422058105
0,54,5.87155294418335
0,55,6.162223815917969
0,56,6.211907386779785
0,57,5.80781364440918
0,58,6.087242126464844
0,59,6.263149261474609
0,60,6.195744514465332
0,61,5.920004844665527
0,62,6.059284210205078
0,63,5.740909099578857
0,64,5.752507209777832
0,65,5.80619478225708
0,66,6.2613525390625
0,67,6.0081987380981445
0,68,6.1339850425720215
0,69,6.012627124786377
0,70,5.775282382965088
0,71,5.633642196655273
0,72,5.649420738220215
0,73,5.889347076416016
0,74,5.834817409515381
0,75,5.783510208129883
0,76,5.494081497192383
0,77,5.4950642585754395
0,78,5.465502738952637
0,79,5.663155555725098
0,80,5.2375946044921875
0,81,5.67804479598999
0,82,5.641533374786377
0,83,5.518010139465332
0,84,5.190406322479248
0,85,5.215160369873047
0,86,5.871560573577881
0,87,6.034392833709717
0,88,5.806537628173828
0,89,5.692861557006836
0,90,5.520564556121826
0,91,5.3831610679626465
0,92,5.436275005340576
0,93,5.684978485107422
0,94,5.614467620849609
0,95,5.536595344543457
0,96,5.945773601531982
0,97,5.487084865570068
0,98,5.2872490882873535
0,99,5.511691570281982
0,100,5.565654277801514
0,101,5.627884387969971
